id,name,chain_type,address,phone,website,latitude,longitude,rating,reviews_count,price_level,opening_hours,opening_hours_enhanced,opening_hours_compact,business_status,types,vicinity,searchCity,collectionMethod,placeId,googleMapsUrl,last_updated,data_confidence
65,学校法人美作学園 体育館兼講堂,その他,日本、〒708-0021 岡山県津山市北町,,,35.0667049,134.0052917,,,,,営業時間不明,営業時間不明,OPERATIONAL,"point_of_interest, gym, health, establishment",津山市北町,津山市,nearby_search,ChIJZ7LzNCwxVDURYDL7mcpqPiU,https://maps.google.com/?place_id=ChIJZ7LzNCwxVDURYDL7mcpqPiU,2025-07-28,0.60
66,MOIS -aerial yoga- / モイス / エアリアルヨガスタ��オ,その他,日本、〒708-0021 岡山県津山市北町５０−３ 北町ビル ３階,,https://lin.ee/K4sCflP,35.0652485,134.0053775,,,,月曜日: 9時30分～17時00分; 火曜日: 9時30分～17時00分; 水曜日: 9時30分～17時00分; 木曜日: 9時30分～17時00分; 金曜日: 9時30分～17時00分; 土曜日: 9時30分～17時00分; 日曜日: 9時30分～17時00分,⏰ 月～日: 9時30分～17時00分,9:30～17:00,OPERATIONAL,"health, establishment, point_of_interest, gym",津山市北町５０−３ 北町ビル ３階,津山市,nearby_search,ChIJ9fc1SgAxVDURjbMAxqJZokk,https://maps.google.com/?place_id=ChIJ9fc1SgAxVDURjbMAxqJZokk,2025-07-28,0.80
67,NBMA極真空手・岡山「津山道場」,その他,日本、〒708-0003 岡山県津山市北園町３６−５,086-232-9000,https://nbma-okayama.jp/info/tsuyama/,35.0777895,134.0037485,,,,月曜日: 10時00分～22時00分; 火曜日: 10時00分～22時00分; 水曜日: 19時00分～22時00分; 木曜日: 10時00分～22時00分; 金曜日: 10時00分～22時00分; 土曜日: 19時00分～22時00分; 日曜日: 定休日,"⏰ 月・火・木・金: 10時00分～22時00分
⏰ 水・土: 19時00分～22時00分
🚫 定休日: 日",日定休,OPERATIONAL,"health, point_of_interest, gym, establishment",津山市北園町３６−５,津山市,nearby_search,ChIJtTI8BUMxVDURYvah4Z3L_uY,https://maps.google.com/?place_id=ChIJtTI8BUMxVDURYvah4Z3L_uY,2025-07-28,0.90
68,Personal Training Gym TOMBLACK,その他,日本、〒708-0024 岡山県津山市二階町３９ 池田ビル,090-8231-9004,https://tomblack-physical.com/,35.05879780000001,134.0013542,4.8,49,,月曜日: 10時00分～22時00分; 火曜日: 10時00分～22時00分; 水曜日: 定休日; 木曜日: 10時00分～22時00分; 金曜日: 10時00分～22時00分; 土曜日: 10時00分～22時00分; 日曜日: 10時00分～18時00分,"⏰ 月・火・木～土: 10時00分～22時00分
🚫 定休日: 水
⏰ 日: 10時00分～18時00分",水定休,OPERATIONAL,"establishment, health, gym, point_of_interest",津山市二階町３９ 池田ビル,津山市,nearby_search,ChIJHYXAGT0xVDURRV98wVN9ZNI,https://maps.google.com/?place_id=ChIJHYXAGT0xVDURRV98wVN9ZNI,2025-07-28,1.00
69,Indoor Training Gym Slugger,その他,日本、〒708-0074 岡山県津山市北区福渡町１７,0868-35-3765,,35.0600659,133.9968272,4.7,7,,,営業時間不明,営業時間不明,OPERATIONAL,"establishment, point_of_interest, gym, health",津山市北区福渡町１７,津山市,nearby_search,ChIJD0WZsR4xVDURrjR2woMNV08,https://maps.google.com/?place_id=ChIJD0WZsR4xVDURrjR2woMNV08,2025-07-28,0.80
70,Everyday Vibrant Activities Physical & Core Fitness Studio,その他,日本、〒708-0034 岡山県津山市船頭町53番地,080-6433-0424,https://tsuyama.mypl.net/shop/00000376864/,35.0578618,134.004531,5,3,,月曜日: 10時00分～22時00分; 火曜日: 10時00分～22時00分; 水曜日: 10時00分～22時00分; 木曜日: 10時00分～22時00分; 金曜日: 10時00分～22時00分; 土曜日: 10時00分～22時00分; 日曜日: 10時00分～22時00分,⏰ 月～日: 10時00分～22時00分,10:00～22:00,OPERATIONAL,"gym, health, point_of_interest, establishment",津山市船頭町53番地,津山市,nearby_search,ChIJt_oHx-8xVDURhkpqMm7Mibk,https://maps.google.com/?place_id=ChIJt_oHx-8xVDURhkpqMm7Mibk,2025-07-28,0.90
71,スポーツクラブアクトスWill_Gノースランド,その他,日本、〒708-0002 岡山県津山市上河原１６０−２,0868-35-0500,https://axtoslp.com/northland-lp/,35.0807143,134.0046001,4.7,110,,月曜日: 9時00分～22時00分; 火曜日: 9時00分～22時00分; 水曜日: 9時00分～22時00分; 木曜日: 定休日; 金曜日: 9時00分～22時00分; 土曜日: 10時00分～21時00分; 日曜日: 10時00分～18時00分,"⏰ 月～水・金: 9時00分～22時00分
🚫 定休日: 木
⏰ 土: 10時00分～21時00分
⏰ 日: 10時00分～18時00分",木定休,OPERATIONAL,"gym, point_of_interest, establishment, health",津山市上河原１６０−２,津山市,nearby_search,ChIJL7hVD7cxVDURTWEAepVh3Go,https://maps.google.com/?place_id=ChIJL7hVD7cxVDURTWEAepVh3Go,2025-07-28,1.00
72,ワールドプラスジム 津山小田中店,その他,日本、〒708-0006 岡山県津山市小田中１８５７−１,0868-35-3434,https://www.worldplus-gym.com/shop/tsuyama-odanaka.html,35.0630163,133.9865394,4,11,,月曜日: 24 時間営業; 火曜日: 24 時間営業; 水曜日: 24 時間営業; 木曜日: 24 時間営業; 金曜日: 24 時間営業; 土曜日: 24 時間営業; 日曜日: 24 時間営業,24時間営業,24時間営業,OPERATIONAL,"establishment, gym, health, point_of_interest",津山市小田中１８５７−１,津山市,nearby_search,ChIJuSLNGA8xVDUR4SdDn4ihEI0,https://maps.google.com/?place_id=ChIJuSLNGA8xVDUR4SdDn4ihEI0,2025-07-28,1.00
73,津山市福岡体育館,その他,日本、〒708-0862 岡山県津山市横山１２３４−１,0868-24-6664,,35.0531397,134.0098895,4,1,,月曜日: 9時00分～17時00分; 火曜日: 9時00分～21時00分; 水曜日: 9時00分～21時00分; 木曜日: 9時00分～21時00分; 金曜日: 9時00分～21時00分; 土曜日: 9時00分～21時00分; 日曜日: 9時00分～21時00分,"⏰ 月: 9時00分～17時00分
⏰ 火～日: 9時00分～21時00分",9:00～17:00,OPERATIONAL,"gym, point_of_interest, establishment, health",津山市横山１２３４−１,津山市,nearby_search,ChIJMWJrIyYxVDUR8RXWYN7X7Ts,https://maps.google.com/?place_id=ChIJMWJrIyYxVDUR8RXWYN7X7Ts,2025-07-28,0.80
74,YOSHIYOGA,その他,日本、〒708-0862 岡山県津山市横山２４−９ フォンテーヌ 202,090-3034-3661,https://yoshiyoga.wixsite.com/home,35.0523937,134.0038069,5,2,,,営業時間不明,営業時間不明,OPERATIONAL,"gym, establishment, point_of_interest, health",津山市横山２４−９ フォンテーヌ 202,津山市,nearby_search,ChIJj5J59CUxVDURef1gOdIxylI,https://maps.google.com/?place_id=ChIJj5J59CUxVDURef1gOdIxylI,2025-07-28,0.80
75,Life-Performance-LAB.,その他,日本、〒708-0822 岡山県津山市林田７６７−１,090-2809-3793,https://life-performance-lab.com/,35.0651358,134.0245557,4.8,12,,月曜日: 9時00分～20時00分; 火曜日: 9時00分～21時00分; 水曜日: 9時00分～21時00分; 木曜日: 9時00分～21時00分; 金曜日: 9時00分～18時00分; 土曜日: 13時30分～18時00分; 日曜日: 定休日,"⏰ 月: 9時00分～20時00分
⏰ 火～木: 9時00分～21時00分
⏰ 金: 9時00分～18時00分
⏰ 土: 13時30分～18時00分
🚫 定休日: 日",日定休,OPERATIONAL,"establishment, point_of_interest, health, gym",津山市林田７６７−１,津山市,nearby_search,ChIJRwUA6VUzVDURlgbudOKT8fA,https://maps.google.com/?place_id=ChIJRwUA6VUzVDURlgbudOKT8fA,2025-07-28,1.00
76,ヒーリングサロン み・も・ざ/癒ピラティスSMK,その他,日本、〒708-0841 岡山県津山市川崎５７４,,,35.0632533,134.0258847,5,6,,,営業時間不明,営業時間不明,OPERATIONAL,"health, establishment, gym, point_of_interest",津山市川崎５７４,津山市,nearby_search,ChIJDZ-TmWI3VDURbyrOSEYFLtY,https://maps.google.com/?place_id=ChIJDZ-TmWI3VDURbyrOSEYFLtY,2025-07-28,0.70
77,夢咲クラブ,その他,日本、〒709-3717 岡山県久米郡美咲町原田１７２４−３,0868-66-0911,http://www.yumesaki.club/,34.998522,133.957632,3.7,3,,,営業時間不明,営業時間不明,OPERATIONAL,"establishment, gym, point_of_interest, health",美咲町原田１７２４−３,津山市,nearby_search,ChIJAcEdriY7VDUR4gLKGZx96Dg,https://maps.google.com/?place_id=ChIJAcEdriY7VDUR4gLKGZx96Dg,2025-07-28,0.80
78,ユーズボウル津山,その他,日本、〒708-0842 岡山県津山市河辺８４４−１,0868-21-7333,http://www.us-bowl.co.jp/tsuyama/,35.062131,134.048925,3.6,152,,月曜日: 10時00分～20時00分; 火曜日: 10時00分～22時00分; 水曜日: 10時00分～22時00分; 木曜日: 10時00分～22時00分; 金曜日: 10時00分～0時00分; 土曜日: 10時00分～0時00分; 日曜日: 10時00分～20時00分,"⏰ 月・日: 10時00分～20時00分
⏰ 火～木: 10時00分～22時00分
⏰ 金・土: 10時00分～0時00分",10:00～20:00,OPERATIONAL,"establishment, health, gym, point_of_interest, bowling_alley",津山市河辺８４４−１,津山市,nearby_search,ChIJ5VU6yYQ2VDURw7JYIqTCFU4,https://maps.google.com/?place_id=ChIJ5VU6yYQ2VDURw7JYIqTCFU4,2025-07-28,1.00
79,DOT YOGA,その他,日本、〒707-0062 岡山県美作市湯郷７９９,070-5663-3345,https://sitayoga.jp/dotyoga/,34.9925616,134.1340936,,,,,営業時間不明,営業時間不明,OPERATIONAL,"establishment, point_of_interest, gym, health",美作市湯郷７９９,津山市,nearby_search,ChIJm3Ga9f9IVDURgJIs-Qk7kWA,https://maps.google.com/?place_id=ChIJm3Ga9f9IVDURgJIs-Qk7kWA,2025-07-28,0.80
80,鏡野町文化スポーツセンター,その他,日本、〒708-0324 岡山県苫田郡鏡野町竹田１５８,0868-54-3811,http://www.kirari-kagamino.com/untitled11.html,35.0910077,133.9344562,3.8,11,,月曜日: 定休日; 火曜日: 9時00分～22時00分; 水曜日: 9時00分～22時00分; 木曜日: 9時00分～22時00分; 金曜日: 9時00分～22時00分; 土曜日: 9時00分～22時00分; 日曜日: 9時00分～22時00分,"🚫 定休日: 月
⏰ 火～日: 9時00分～22時00分",月定休,OPERATIONAL,"gym, establishment, point_of_interest, health",鏡野町竹田１５８,津山市,nearby_search,ChIJZ_JT0y8uVDURbBl2Pl8sXrw,https://maps.google.com/?place_id=ChIJZ_JT0y8uVDURbBl2Pl8sXrw,2025-07-28,1.00
81,オーバルスポーツコム玉野,その他,日本、〒7160011 岡山県玉野市宇野１丁目３８−１,0863-31-5800,http://www.oval-sports.com/schedule/tamano.html,34.4919384,133.944835,3.9,17,,月曜日: 9時30分～21時30分; 火曜日: 定休日; 水曜日: 9時30分～21時30分; 木曜日: 9時30分～21時30分; 金曜日: 9時30分～21時30分; 土曜日: 9時30���～21時30分; 日曜日: 9時30分～18時30分,"⏰ 月・水～金: 9時30分～21時30分
🚫 定休日: 火
⏰ 土: 9時30���～21時30分
⏰ 日: 9時30分～18時30分",火定休,OPERATIONAL,"point_of_interest, gym, health, establishment",玉野市宇野１丁目３８−１,玉野市,nearby_search,ChIJQfvqdXXwUzURPzaaCpafKSM,https://maps.google.com/?place_id=ChIJQfvqdXXwUzURPzaaCpafKSM,2025-07-28,1.00
82,カーブス 岡山玉野,Curves,日本、〒706-0001 岡山県玉野市田井３丁目３２−１１８８−１,0863-33-6557,https://www.curves.co.jp/gmb690/?s_id=91714,34.5138403,133.953472,4.7,15,,"月曜日: 10時00分～13時00分, 15時00分～19時00分; 火曜日: 10時00分～13時00分, 15時00分～19時00分; 水曜日: 10時00分～13時00分, 15時00分～19時00分; 木曜日: 10時00分～13時00分, 15時00分～19時00分; 金曜日: 10時00分～13時00分, 15時00分～19時00分; 土曜日: 10時00分～13時00分; 日曜日: 定休日","⏰ 月～金:
   午前 10時00分～13時00分
   午後 15時00分～19時00分
⏰ 土: 10時00分～13時00分
🚫 定休日: 日",日定休,OPERATIONAL,"point_of_interest, health, spa, gym, establishment",玉野市田井３丁目１１８８−１,玉野市,nearby_search,ChIJQ6znv5rwUzURJlrgMPD_yEk,https://maps.google.com/?place_id=ChIJQ6znv5rwUzURJlrgMPD_yEk,2025-07-28,1.00
83,玉野市総合体育館,その他,日本、〒706-0012 岡山県玉野市玉２丁目３−１,0863-32-3709,http://www.tamano-sports.com/,34.4804922,133.935188,3.5,55,,月曜日: 定休日; 火曜日: 9時00分～22時00分; 水曜日: 9時00分～22時00分; 木曜日: 9時00分～22時00分; 金曜日: 9時00分～22時00分; 土曜日: 9時00分～22時00分; 日曜日: 9時00分～22時00分,"🚫 定休日: 月
⏰ 火～日: 9時00分～22時00分",月定休,OPERATIONAL,"point_of_interest, establishment, gym, health",玉野市玉２丁目３−１,玉野市,nearby_search,ChIJhQ9bDK76UzURcyTYaqzrcKs,https://maps.google.com/?place_id=ChIJhQ9bDK76UzURcyTYaqzrcKs,2025-07-28,1.00
84,ワールドプラスジム玉野店,その他,日本、〒706-0011 岡山県玉野市宇野２丁目１８−１１,0863-31-3070,https://www.worldplus-gym.com/shop/tamano.html,34.4919134,133.9410314,4.6,72,,月曜日: 24 時間営業; 火曜日: 24 時間営業; 水曜日: 24 時間営業; 木曜日: 24 時間営業; 金曜日: 24 時間営業; 土曜日: 24 時間営業; 日曜日: 24 時間営業,24時間営業,24時間営業,OPERATIONAL,"point_of_interest, gym, health, establishment",玉野市宇野２丁目１８−１１,玉野市,nearby_search,ChIJq2WdvPX7UzURa4oBbWTeP5Q,https://maps.google.com/?place_id=ChIJq2WdvPX7UzURa4oBbWTeP5Q,2025-07-28,1.00
85,玉野スポーツセンター体育館,その他,日本、〒706-0001 岡山県玉野市田井２丁目,0863-31-0888,http://www.tamasupo.net/facility/gymnasium/index.html,34.5126094,133.9367722,5,3,,,営業時間不明,営業時間不明,OPERATIONAL,"gym, health, establishment, point_of_interest",玉野市田井２丁目,玉野市,nearby_search,ChIJse2Beav7UzUR_flOJG1yv9c,https://maps.google.com/?place_id=ChIJse2Beav7UzUR_flOJG1yv9c,2025-07-28,0.80
86,カラダコンディショニングスタジオ【Spring】,その他,日本、〒706-0021 岡山県玉野市和田３丁目１３−６,,https://lin.ee/qJ8XZou,34.46512209999999,133.9248804,4.9,9,,月曜日: 10時00分～19時30分; 火曜日: 10時00分～19時30分; 水曜日: 10時00分～16時30分; 木曜日: 10時00分～16時30分; 金曜日: 10時00分～14時30分; 土曜日: 11時00分～19時30分; 日曜日: 11時00分～19時30分,"⏰ 月・火: 10時00分～19時30分
⏰ 水・木: 10時00分～16時30分
⏰ 金: 10時00分～14時30分
⏰ 土・日: 11時00分～19時30分",10:00～19:30,OPERATIONAL,"establishment, gym, point_of_interest, health",玉野市和田３丁目１３−６,玉野市,nearby_search,ChIJLd-UyvPlUzUR1vi0iTaGRos,https://maps.google.com/?place_id=ChIJLd-UyvPlUzUR1vi0iTaGRos,2025-07-28,0.90
87,シュミレーションゴルフ英（はなぶさ）,その他,日本、〒709-1203 岡山県岡山市南区西紅陽台２丁目５８−３５８,,https://www.instagram.com/hanabusa_harenokuni/,34.550316,133.8844893,5,1,,,営業時間不明,営業時間不明,OPERATIONAL,"health, point_of_interest, gym, establishment",岡山市南区西紅陽台２丁目５８−３５８,玉野市,nearby_search,ChIJIeCJyaL7UzURUEuiLuLj9bQ,https://maps.google.com/?place_id=ChIJIeCJyaL7UzURUEuiLuLj9bQ,2025-07-28,0.70
88,岡山市立灘崎中学校体育館,その他,日本、〒709-1215 岡山県岡山市南区片岡,,,34.5400835,133.8664294,5,1,,,営業時間不明,営業時間不明,OPERATIONAL,"gym, health, point_of_interest, establishment",岡山市南区片岡,玉野市,nearby_search,ChIJcw4xEVz9UzUReNrxMCSbXEo,https://maps.google.com/?place_id=ChIJcw4xEVz9UzUReNrxMCSbXEo,2025-07-28,0.60
89,ソルトトレーニングスタジオ,その他,日本、〒711-0937 岡山県倉敷市児島稗田町１７０７,086-472-6011,http://www.sun-glow.biz/,34.500518,133.808886,,,,,営業時間不明,営業時間不明,OPERATIONAL,"point_of_interest, gym, establishment, health",倉敷市児島稗田町１７０７,玉野市,nearby_search,ChIJ82gMT4viUzURRNaTvr_kXKo,https://maps.google.com/?place_id=ChIJ82gMT4viUzURRNaTvr_kXKo,2025-07-28,0.80
90,カーブス 岡南,Curves,日本、〒702-8056 岡山県岡山市南区築港新町１丁目７−３８ 小林ビル 2F,086-262-6684,https://www.curves.co.jp/gmb690/?s_id=90033,34.6074168,133.9376619,4.5,16,,"月曜日: 10時00分～13時00分, 15時00分～19時00分; 火曜日: 10時00分～13時00分, 15時00分～19時00分; 水曜日: 10時00分～13時00分, 15時00分～19時00分; 木曜日: 10時00分～13時00分, 15時00分～19時00分; 金曜日: 10時00分～13時00分, 15時00分～19時00分; 土曜日: 10時00分～13時00分; 日曜日: 定休日","⏰ 月～金:
   午前 10時00分～13時00分
   午後 15時00分～19時00分
⏰ 土: 10時00分～13時00分
🚫 定休日: 日",日定休,OPERATIONAL,"establishment, spa, gym, point_of_interest, health",岡山市南区築港新町１丁目７−３８ 小林ビル 2F,玉野市,nearby_search,ChIJFVlmCxv4UzURVYEMBjBoC0s,https://maps.google.com/?place_id=ChIJFVlmCxv4UzURVYEMBjBoC0s,2025-07-28,1.00
91,カーブス ハピータウン児島,Curves,日本、〒711-0921 岡山県倉敷市児島駅前２丁目３５ 天満屋ハピータウン児島店 3F,086-472-1810,https://www.curves.co.jp/gbp_2209tr_3490/?s_id=90912,34.46683610000001,133.8041478,4.1,21,,"月曜日: 10時00分～13時00分, 15時00分～19時00分; 火曜日: 10時00分～13時00分, 15時00分～19時00分; 水曜日: 10時00分～13時00分, 15時00分～19時00分; 木曜日: 10時00分～13時00分, 15時00分～19時00分; 金曜日: 10時00分～13時00分, 15時00分～19時00分; 土曜日: 10時00分～13時00分; 日曜日: 定休日","⏰ 月～金:
   午前 10時00分～13時00分
   午後 15時00分～19時00分
⏰ 土: 10時00分～13時00分
🚫 定休日: 日",日定休,OPERATIONAL,"gym, establishment, spa, point_of_interest, health",倉敷市児島駅前２丁目３５ 天満屋ハピータウン児島店 3F,玉野市,nearby_search,ChIJi1fUERziUzUR50onQm3rY4Q,https://maps.google.com/?place_id=ChIJi1fUERziUzUR50onQm3rY4Q,2025-07-28,1.00
92,ノリトレング,その他,日本、〒702-8038 岡山県岡山市南区松浜町１５−３７,090-8713-2736,http://nori-treng-studio.com/,34.6133364,133.9401973,4.8,4,,月曜日: 11時30分～22時00分; 火曜日: 11時30分～22時00分; 水曜日: 11時30分～22時00分; 木曜日: 11時30分～22時00分; 金曜日: 11時30分～20時30分; 土曜日: 12���30分～22時30分; 日曜日: 定休日,"⏰ 月～木: 11時30分～22時00分
⏰ 金: 11時30分～20時30分
⏰ 土: 12���30分～22時30分
🚫 定休日: 日",日定休,OPERATIONAL,"establishment, health, point_of_interest, gym",岡山市南区松浜町１５−３７,玉野市,nearby_search,ChIJlQKa2XoHVDURM10tiIZrH2c,https://maps.google.com/?place_id=ChIJlQKa2XoHVDURM10tiIZrH2c,2025-07-28,0.90
93,岡山市総合文���体育館,その他,日本、〒702-8024 岡山県岡山市南区浦安南町４９３−２,086-263-7474,https://www.okayama-park.or.jp/sougoubunka/,34.6002327,133.9158223,4,50,,月曜日: 8時30分～21時00分; 火曜日: 定休日; 水曜日: 8時30分～21時00分; 木曜日: 8時30分～21時00分; 金曜日: 8時30分～21時00分; 土曜日: 8時30分～21時00分; 日曜日: 8時30分～21時00分,"⏰ 月・水～日: 8時30分～21時00分
🚫 定休日: 火",火定休,OPERATIONAL,"establishment, gym, point_of_interest, health",岡山市南区浦安南町４９３−２,玉野市,nearby_search,ChIJs9G76U_4UzURSAbwJ3RGvpE,https://maps.google.com/?place_id=ChIJs9G76U_4UzURSAbwJ3RGvpE,2025-07-28,1.00
94,フィットイージー 倉敷児島店,その他,日本、〒711-0906 岡山県倉敷市児島下の町２丁目１６−１５９３−２３,086-486-1858,https://fiteasy.jp/okayama-kurashikikojima/?utm_medium=google&utm_source=google_business_profile,34.4713861,133.8227513,4.6,45,,月曜日: 24 時間営業; 火曜日: 24 時間営業; 水曜日: 24 時間営業; 木曜日: 24 時間営業; 金曜日: 24 時間営業; 土曜日: 24 時間営業; 日曜日: 24 時間営業,24時間営業,24時間営業,OPERATIONAL,"spa, gym, health, point_of_interest, establishment",倉敷市児島下の町２丁目１６−１５９３−２３,玉野市,nearby_search,ChIJ4eHEYrfjUzURCB-V43LcEIo,https://maps.google.com/?place_id=ChIJ4eHEYrfjUzURCB-V43LcEIo,2025-07-28,1.00
95,てみると,その他,日本、〒711-0906 岡山県倉敷市児島下の町４丁目１３−４６,086-474-3367,https://hirohouse.com/,34.4837607,133.8169791,,,,月曜日: 9時00分～20時00分; 火曜日: 9時00分～20時00分; 水曜日: 9時00分～20時00分; 木曜日: 9時00分～20時00分; 金曜日: 9時00分～20時00分; 土曜日: 9時00分～20時00分; 日曜日: 定休日,"⏰ 月～土: 9時00分～20時00分
🚫 定休日: 日",日定休,OPERATIONAL,"point_of_interest, gym, health, establishment",倉敷市児島下の町４丁目１３−４６,玉野市,nearby_search,ChIJhdPw10TiUzUROT20ebRoB6g,https://maps.google.com/?place_id=ChIJhdPw10TiUzUROT20ebRoB6g,2025-07-28,0.90
96,中山公園 体育館,その他,日本、〒711-0912 岡山県倉敷市児島小川町２８３１ 倉敷市中山公園体育館,086-472-6060,http://www.city.kurashiki.okayama.jp/4708.htm,34.480818,133.810153,4,17,,月曜日: 8時30分～19時00分; 火曜日: 8時30分～19時00分; 水曜日: 8時30分～19時00分; 木曜日: 8時30分～19時00分; 金曜日: 8時30分～19時00分; 土曜日: 8時30分～19時00分; 日曜日: 8時30分～19時00分,⏰ 月～日: 8時30分～19時00分,8:30～19:00,OPERATIONAL,"establishment, point_of_interest, health, gym",倉敷市児島小川町２８３１ 倉敷市中山公園体育館,玉野市,nearby_search,ChIJ30wu1EHiUzURccX1G6puCTE,https://maps.google.com/?place_id=ChIJ30wu1EHiUzURccX1G6puCTE,2025-07-28,1.00
97,ジュエル整骨院,その他,日本、〒702-8024 岡山県岡山市南区浦安南町４６３−１,080-6240-8689,https://ameblo.jp/xxx-jewel-xxx/themetop.html,34.5996402,133.9233951,5,6,,月曜日: 10時00分～21時00分; 火曜日: 10時00分～21時00分; 水曜日: 定休日; 木曜日: 10時00分～21時00分; 金曜日: 10時00分～21時00分; 土曜日: 10時00分～21時00分; 日曜日: 10時00分～21時00分,"⏰ 月・火・木～日: 10時00分～21時00分
🚫 定休日: 水",水定休,OPERATIONAL,"point_of_interest, store, gym, establishment, health, shoe_store",岡山市南区浦安南町４６３−１,玉野市,nearby_search,ChIJt3lojWUHVDURTHjSzRmAS4o,https://maps.google.com/?place_id=ChIJt3lojWUHVDURTHjSzRmAS4o,2025-07-28,1.00
98,笠岡総合体育館,その他,日本、〒714-0054 岡山県笠岡市平成町６３−２,0865-69-6622,https://www.city.kasaoka.okayama.jp/soshiki/44/2590.html,34.5021873,133.4882453,4.2,49,,月曜日: 9時00分～21時00分; 火曜日: 9時00分～21時00分; 水曜日: 9時00分～21時00分; 木曜日: 9時00分～21時00分; 金曜日: 9時00分～21時00分; 土曜日: 9時00分～21時00分; 日曜日: 9時00分～21時00分,⏰ 月～日: 9時00分～21時00分,9:00～21:00,OPERATIONAL,"point_of_interest, gym, establishment, health",笠岡市平成町６３−２,笠岡市,nearby_search,ChIJP8zY0NNqUTURfhx8FED6lOY,https://maps.google.com/?place_id=ChIJP8zY0NNqUTURfhx8FED6lOY,2025-07-28,1.00
99,スポーツクラブＥＮＪＯＹ笠岡,その他,日本、〒714-0041 岡山県笠岡市入江１８１,0865-69-7066,http://www.enjoysc.jp/tenpo/index.php?c=tenpo_view&pk=3,34.490512,133.526176,3.6,25,,月曜日: 10時00分～21時00分; 火曜日: 定休日; 水曜日: 10時00分～21時00分; 木曜日: 10時00分～21時00分; 金曜日: 10時00分～21時00分; 土曜日: 10時00���～21時00分; 日曜日: 10時00分～17時00分,"⏰ 月・水～金: 10時00分～21時00分
🚫 定休日: 火
⏰ 土: 10時00���～21時00分
⏰ 日: 10時00分～17時00分",火定休,OPERATIONAL,"health, point_of_interest, gym, establishment",笠岡市入江１８１,笠岡市,nearby_search,ChIJf8hrcVlqUTURbClNKO2kIcE,https://maps.google.com/?place_id=ChIJf8hrcVlqUTURbClNKO2kIcE,2025-07-28,1.00
100,カーブス 岡山笠岡,Curves,日本、〒714-0081 岡山県笠岡市笠岡１０６−３４,0865-60-0211,https://www.curves.co.jp/gmb690/?s_id=91209,34.4992028,133.518621,4.3,18,,"月曜日: 10時00分～13時00分, 15時00分～19時00分; 火曜日: 10時00分～13時00分, 15時00分～19時00分; 水曜日: 10時00分～13時00分, 15時00分～19時00分; 木曜日: 10時00分～13時00分, 15時00分～19時00分; 金曜日: 10時00分～13時00分, 15時00分～19時00分; 土曜日: 10時00分～13時00分; 日曜日: 定休日","⏰ 月～金:
   午前 10時00分～13時00分
   午後 15時00分～19時00分
⏰ 土: 10時00分～13時00分
🚫 定休日: 日",日定休,OPERATIONAL,"health, spa, point_of_interest, gym, establishment",笠岡市笠岡１０６−３４,笠岡市,nearby_search,ChIJlZ1wwPRqUTURlHPDVl_zNdk,https://maps.google.com/?place_id=ChIJlZ1wwPRqUTURlHPDVl_zNdk,2025-07-28,1.00
101,ミズノウエルネス笠岡,その他,日本、〒714-0054 岡山県笠岡市平成町６３−２,0865-66-5280,https://www.mizuno.jp/facility/okayama/mizunowellness-kasaoka/,34.502172,133.488281,3.7,6,,月曜日: 9時00分～21時00分; 火曜日: 9時00分～21時00分; 水曜日: 9時00分～21時00分; 木曜日: 9時00分～21時00分; 金曜日: 9時00分～21時00分; 土曜日: 9時00分～21時00分; 日曜日: 定休日,"⏰ 月～土: 9時00分～21時00分
🚫 定休日: 日",日定休,OPERATIONAL,"health, establishment, point_of_interest, gym",笠岡市平成町６３−２,笠岡市,nearby_search,ChIJixev1tNqUTURTNpp9bIm3Ew,https://maps.google.com/?place_id=ChIJixev1tNqUTURTNpp9bIm3Ew,2025-07-28,1.00
102,おかやまスポーツクラブ虹（特定非営利活動法人）,その他,日本、〒714-0081 岡山県笠岡市笠岡５２４３,0865-75-0230,,34.50851,133.505902,,,,,営業時間不明,営業時間不明,OPERATIONAL,"gym, health, establishment, point_of_interest",笠岡市笠岡５２４３,笠岡市,nearby_search,ChIJw6rGUJRqUTURllWB_4-dins,https://maps.google.com/?place_id=ChIJw6rGUJRqUTURllWB_4-dins,2025-07-28,0.70
103,フィットイージー 笠岡店,その他,日本、〒714-0081 岡山県笠岡市笠岡５０７−５３,0865-60-0820,https://fiteasy.jp/okayama-kasaoka/?utm_medium=google&utm_source=google_business_profile,34.4995216,133.513874,4.4,50,,月曜日: 24 時間営業; 火曜日: 24 時間営業; 水曜日: 24 時間営業; 木曜日: 24 時間営業; 金曜日: 24 時間営業; 土曜日: 24 時間営業; 日曜日: 24 時間営業,24時間営業,24時間営業,OPERATIONAL,"establishment, health, point_of_interest, spa, gym",笠岡市笠岡５０７−５３,笠岡市,nearby_search,ChIJSbIn6d5rUTURnWgG1iFmEkM,https://maps.google.com/?place_id=ChIJSbIn6d5rUTURnWgG1iFmEkM,2025-07-28,1.00
